CaseID,ActivityID,CompleteTimestamp,Resource
Application_1746793196,2,2016-01-02 11:06:04,1
Application_1746793196,4,2016-01-04 19:15:59,8
Application_1746793196,5,2016-01-04 19:19:15,8
Application_1746793196,6,2016-01-04 19:19:17,8
Application_1746793196,7,2016-01-04 19:23:02,8
Application_1746793196,8,2016-01-04 19:23:02,8
Application_1746793196,9,2016-01-04 19:23:02,8
Application_1746793196,5,2016-01-09 11:48:22,13
Application_1746793196,6,2016-01-09 11:48:23,13
Application_1746793196,7,2016-01-09 11:48:33,13
Application_1746793196,10,2016-01-28 11:18:39,14
Application_1746793196,11,2016-01-25 15:37:29,7
Application_1746793196,12,2016-01-25 15:37:59,7
Application_1746793196,13,2016-01-26 10:42:09,15
Application_1746793196,14,2016-01-26 10:42:09,15
Application_1746793196,10,2016-01-28 14:18:51,14
Application_1746793196,11,2016-01-27 12:57:57,16
Application_1746793196,13,2016-01-28 11:18:39,14
Application_1746793196,14,2016-01-28 11:18:39,14
Application_1746793196,10,2016-01-28 13:56:13,9
Application_1746793196,11,2016-01-28 13:56:13,9
Application_1746793196,15,2016-01-28 14:18:51,14
Application_1746793196,16,2016-01-28 14:18:51,14
Application_1746793196,19,2016-01-28 14:18:51,14
Application_828200680,0,2016-01-01 15:00:04,0
Application_828200680,1,2016-01-01 15:00:04,0
Application_828200680,2,2016-01-01 15:01:44,0
Application_828200680,3,2016-01-02 13:43:56,8
Application_828200680,4,2016-01-02 13:40:45,8
Application_828200680,5,2016-01-02 13:42:23,8
Application_828200680,6,2016-01-02 13:42:25,8
Application_828200680,7,2016-01-02 13:43:56,8
Application_828200680,8,2016-01-02 13:43:56,8
Application_828200680,9,2016-01-02 13:43:56,8
Application_828200680,21,2016-02-02 09:00:20,0
Application_828200680,19,2016-02-02 09:00:20,0
Application_1085880569,0,2016-01-01 15:05:19,0
Application_1085880569,1,2016-01-01 15:05:19,0
Application_1085880569,2,2016-01-01 15:06:26,0
Application_1085880569,3,2016-01-02 13:45:11,1
Application_1085880569,4,2016-01-02 13:40:28,1
Application_1085880569,5,2016-01-02 13:43:26,1
Application_1085880569,6,2016-01-02 13:43:27,1
Application_1085880569,7,2016-01-02 13:45:11,1
Application_1085880569,8,2016-01-02 13:45:11,1
Application_1085880569,9,2016-01-02 13:45:11,1
Application_1085880569,5,2016-01-29 11:35:42,17
Application_1085880569,6,2016-01-29 11:35:44,17
Application_1085880569,7,2016-01-29 11:35:55,17
Application_1085880569,21,2016-02-29 09:00:48,0
Application_1085880569,19,2016-02-29 09:00:48,0
Application_1085880569,19,2016-02-29 09:00:48,0
Application_1266995739,0,2016-01-01 15:22:19,0
Application_1266995739,1,2016-01-01 15:22:19,0
Application_1266995739,2,2016-01-01 15:23:29,0
Application_1266995739,3,2016-01-02 13:46:28,8
Application_1266995739,4,2016-01-02 15:35:32,18
Application_1266995739,5,2016-01-02 15:38:19,18
Application_1266995739,6,2016-01-02 15:38:20,18
Application_1266995739,7,2016-01-02 15:38:31,18
Application_1266995739,8,2016-01-02 15:38:31,18
Application_1266995739,9,2016-01-02 15:38:31,18
Application_1266995739,10,2016-01-08 11:21:19,19
Application_1266995739,11,2016-01-08 11:21:20,19
Application_1266995739,12,2016-01-08 11:21:27,19
Application_1266995739,13,2016-01-08 14:46:40,20
Application_1266995739,14,2016-01-08 14:46:40,20
Application_1266995739,21,2016-01-09 17:48:53,21
Application_1266995739,19,2016-01-09 17:48:53,21
Application_1878239836,0,2016-01-01 15:35:26,0
Application_1878239836,1,2016-01-01 15:35:26,0
Application_1878239836,2,2016-01-01 15:36:31,0
Application_1878239836,3,2016-01-02 16:00:19,18
Application_1878239836,4,2016-01-02 15:59:27,18
Application_1878239836,5,2016-01-02 15:59:59,18
Application_1878239836,6,2016-01-02 16:00:01,18
Application_1878239836,7,2016-01-02 16:00:19,18
Application_1878239836,8,2016-01-02 16:00:20,18
Application_1878239836,9,2016-01-02 16:00:20,18
Application_1878239836,10,2016-01-11 11:30:53,22
Application_1878239836,11,2016-01-08 12:08:50,19
Application_1878239836,12,2016-01-08 12:09:09,19
Application_1878239836,17,2016-01-11 11:30:52,22
Application_1878239836,18,2016-01-11 11:30:52,22
Application_619403287,0,2016-01-01 16:13:16,0
Application_619403287,1,2016-01-01 16:13:16,0
Application_619403287,2,2016-01-01 16:14:33,0
Application_619403287,3,2016-01-02 16:44:54,8
Application_619403287,4,2016-01-02 16:32:24,8
Application_619403287,5,2016-01-02 16:41:07,8
Application_619403287,6,2016-01-02 16:41:09,8
Application_619403287,7,2016-01-02 16:44:54,8
Application_619403287,8,2016-01-02 16:44:54,8
Application_619403287,9,2016-01-02 16:44:54,8
Application_619403287,10,2016-01-11 12:05:54,16
Application_619403287,11,2016-01-11 12:05:55,16
Application_619403287,12,2016-01-11 12:07:25,16
Application_619403287,13,2016-01-12 12:00:09,20
Application_619403287,14,2016-01-12 12:00:09,20
Application_619403287,15,2016-01-22 10:03:30,7
Application_619403287,16,2016-01-22 10:03:30,7
Application_1710223761,0,2016-01-01 16:23:21,0
Application_1710223761,1,2016-01-01 16:23:21,0
Application_1710223761,2,2016-01-01 16:24:54,0
Application_1710223761,3,2016-01-02 16:29:42,1
Application_1710223761,4,2016-01-02 17:48:12,18
Application_1710223761,5,2016-01-02 17:50:34,18
Application_1710223761,6,2016-01-02 17:50:35,18
Application_1710223761,7,2016-01-02 17:50:48,18
Application_1710223761,8,2016-01-02 17:50:48,18
Application_1710223761,9,2016-01-02 17:50:48,18
Application_1710223761,21,2016-02-02 09:00:34,0
Application_1710223761,19,2016-02-02 09:00:34,0
Application_1529124572,0,2016-01-01 16:42:36,0
Application_1529124572,1,2016-01-01 16:42:36,0
Application_1529124572,2,2016-01-01 16:43:30,0
Application_1529124572,3,2016-01-04 17:53:48,11
Application_1529124572,4,2016-01-04 17:44:35,11
Application_1529124572,5,2016-01-04 17:52:37,11
Application_1529124572,6,2016-01-04 17:52:38,11
Application_1529124572,7,2016-01-04 17:53:48,11
Application_1529124572,8,2016-01-04 17:53:48,11
Application_1529124572,9,2016-01-04 17:53:48,11
Application_1529124572,10,2016-01-26 12:44:36,23
Application_1529124572,11,2016-01-26 12:44:37,23
Application_1529124572,12,2016-01-26 12:44:57,23
Application_1529124572,13,2016-01-26 13:17:29,20
Application_1529124572,14,2016-01-26 13:17:29,20
Application_1529124572,10,2016-01-26 17:02:48,15
Application_1529124572,11,2016-01-26 17:02:48,15
Application_1529124572,15,2016-01-27 11:25:38,24
Application_1529124572,16,2016-01-27 11:25:38,24
Application_387012864,0,2016-01-01 18:00:01,0
Application_387012864,1,2016-01-01 18:00:01,0
Application_387012864,2,2016-01-01 18:01:36,0
Application_387012864,3,2016-01-02 16:46:43,1
Application_387012864,4,2016-01-02 16:40:57,1
Application_387012864,5,2016-01-02 16:45:25,1
Application_387012864,6,2016-01-02 16:45:26,1
Application_387012864,7,2016-01-02 16:46:43,1
Application_387012864,8,2016-01-02 16:46:43,1
Application_387012864,9,2016-01-02 16:46:43,1
Application_387012864,21,2016-02-02 09:00:36,0
Application_387012864,19,2016-02-02 09:00:36,0
Application_1120819670,0,2016-01-01 18:22:50,0
Application_1120819670,1,2016-01-01 18:22:50,0
Application_1120819670,2,2016-01-01 18:23:36,0
Application_1120819670,4,2016-01-02 11:52:01,1
Application_1120819670,5,2016-01-02 11:55:46,1
Application_1120819670,6,2016-01-02 11:55:47,1
Application_1120819670,7,2016-01-02 11:59:50,1
Application_1120819670,8,2016-01-02 11:59:50,1
Application_1120819670,9,2016-01-02 11:59:50,1
Application_1120819670,10,2016-01-11 11:42:07,14
Application_1120819670,11,2016-01-08 11:55:33,9
Application_1120819670,12,2016-01-08 12:00:24,9
Application_1120819670,13,2016-01-08 17:20:19,14
Application_1120819670,14,2016-01-08 17:20:19,14
Application_1120819670,10,2016-01-11 10:54:35,7
Application_1120819670,11,2016-01-11 10:54:35,7
Application_1120819670,15,2016-01-11 11:42:07,14
Application_1120819670,16,2016-01-11 11:42:07,14
Application_42838382,0,2016-01-01 18:58:48,0
Application_42838382,1,2016-01-01 18:58:48,0
Application_42838382,2,2016-01-01 18:59:29,0
Application_42838382,3,2016-01-02 17:34:32,18
Application_42838382,4,2016-01-02 17:25:13,18
Application_42838382,5,2016-01-02 17:33:53,18
Application_42838382,6,2016-01-02 17:33:55,18
Application_42838382,5,2016-01-02 17:34:17,18
Application_42838382,6,2016-01-02 17:34:18,18
Application_42838382,7,2016-01-02 17:34:32,18
Application_42838382,7,2016-01-02 17:34:32,18
Application_42838382,8,2016-01-02 17:34:32,18
Application_42838382,9,2016-01-02 17:34:32,18
Application_42838382,5,2016-01-29 11:37:02,17
Application_42838382,6,2016-01-29 11:37:03,17
Application_42838382,7,2016-01-29 11:37:20,17
Application_42838382,21,2016-02-29 09:01:02,0
Application_42838382,19,2016-02-29 09:01:02,0
Application_42838382,19,2016-02-29 09:01:02,0
Application_42838382,19,2016-02-29 09:01:02,0
Application_180547487,0,2016-01-01 19:04:16,0
Application_180547487,1,2016-01-01 19:04:16,0
Application_180547487,2,2016-01-01 19:05:29,0
Application_180547487,3,2016-01-02 17:34:40,8
Application_180547487,4,2016-01-02 17:29:33,8
Application_180547487,5,2016-01-02 17:31:45,8
Application_180547487,6,2016-01-02 17:31:47,8
Application_180547487,7,2016-01-02 17:34:40,8
Application_180547487,8,2016-01-02 17:34:40,8
Application_180547487,9,2016-01-02 17:34:40,8
Application_180547487,10,2016-01-12 10:31:24,25
Application_180547487,11,2016-01-11 13:00:37,3
Application_180547487,12,2016-01-11 13:00:55,3
Application_180547487,13,2016-01-11 14:57:26,20
Application_180547487,14,2016-01-11 14:57:26,20
Application_180547487,10,2016-01-12 14:56:49,25
Application_180547487,11,2016-01-11 17:20:27,7
Application_180547487,13,2016-01-12 10:31:24,25
Application_180547487,14,2016-01-12 10:31:24,25
Application_180547487,10,2016-01-12 12:58:18,9
Application_180547487,11,2016-01-12 12:58:18,9
Application_180547487,15,2016-01-12 14:56:49,25
Application_180547487,16,2016-01-12 14:56:49,25
Application_1966208034,0,2016-01-01 19:06:50,0
Application_1966208034,1,2016-01-01 19:06:50,0
Application_1966208034,2,2016-01-01 19:08:20,0
Application_1966208034,3,2016-01-02 17:59:33,8
Application_1966208034,4,2016-01-02 17:47:16,8
Application_1966208034,5,2016-01-02 17:52:19,8
Application_1966208034,6,2016-01-02 17:52:20,8
Application_1966208034,7,2016-01-02 17:59:33,8
Application_1966208034,8,2016-01-02 17:59:33,8
Application_1966208034,9,2016-01-02 17:59:33,8
Application_1966208034,21,2016-02-02 09:00:21,0
Application_1966208034,19,2016-02-02 09:00:21,0
Application_1806387393,0,2016-01-01 19:58:26,0
Application_1806387393,1,2016-01-01 19:58:26,0
Application_1806387393,20,2016-01-02 11:39:26,1
Application_1806387393,3,2016-01-04 10:34:37,5
Application_1806387393,2,2016-01-02 11:39:26,1
Application_1806387393,3,2016-01-04 10:23:30,5
Application_1806387393,4,2016-01-04 10:30:58,5
Application_1806387393,5,2016-01-04 10:34:17,5
Application_1806387393,6,2016-01-04 10:34:19,5
Application_1806387393,7,2016-01-04 10:34:37,5
Application_1806387393,8,2016-01-04 10:34:37,5
Application_1806387393,9,2016-01-04 10:34:37,5
Application_1806387393,10,2016-01-11 15:19:39,14
Application_1806387393,11,2016-01-08 11:59:14,3
Application_1806387393,12,2016-01-08 11:59:28,3
Application_1806387393,17,2016-01-11 15:19:39,14
Application_1806387393,18,2016-01-11 15:19:39,14
Application_1111870538,0,2016-01-01 21:13:17,0
Application_1111870538,1,2016-01-01 21:13:17,0
Application_1111870538,2,2016-01-01 21:13:53,0
Application_1111870538,3,2016-01-04 10:29:34,26
Application_1111870538,4,2016-01-04 10:13:22,26
Application_1111870538,5,2016-01-04 10:17:42,26
Application_1111870538,6,2016-01-04 10:17:43,26
Application_1111870538,7,2016-01-04 10:29:34,26
Application_1111870538,8,2016-01-04 10:29:34,26
Application_1111870538,9,2016-01-04 10:29:34,26
Application_1111870538,21,2016-01-08 11:59:40,17
Application_1111870538,19,2016-01-08 11:59:40,17
Application_1017492916,0,2016-01-01 21:18:43,0
Application_1017492916,1,2016-01-01 21:18:44,0
Application_1017492916,2,2016-01-01 21:19:56,0
Application_1017492916,3,2016-01-02 16:49:25,1
Application_1017492916,4,2016-01-02 17:34:21,5
Application_1017492916,5,2016-01-02 17:40:18,5
Application_1017492916,6,2016-01-02 17:40:19,5
Application_1017492916,7,2016-01-02 17:40:31,5
Application_1017492916,8,2016-01-02 17:40:31,5
Application_1017492916,9,2016-01-02 17:40:31,5
Application_1017492916,21,2016-02-02 09:00:27,0
Application_1017492916,19,2016-02-02 09:00:27,0
Application_2082119944,0,2016-01-01 23:14:25,0
Application_2082119944,1,2016-01-01 23:14:25,0
Application_2082119944,2,2016-01-01 23:16:02,0
Application_2082119944,3,2016-01-04 10:11:25,27
Application_2082119944,4,2016-01-04 10:08:23,27
Application_2082119944,5,2016-01-04 10:10:26,27
Application_2082119944,6,2016-01-04 10:10:28,27
Application_2082119944,7,2016-01-04 10:11:25,27
Application_2082119944,8,2016-01-04 10:11:25,27
Application_2082119944,9,2016-01-04 10:11:25,27
Application_2082119944,10,2016-01-14 10:20:43,19
Application_2082119944,11,2016-01-14 10:20:44,19
Application_2082119944,12,2016-01-14 10:21:28,19
Application_2082119944,15,2016-01-14 16:38:04,4
Application_2082119944,16,2016-01-14 16:38:04,4
Application_758985626,0,2016-01-01 23:24:12,0
Application_758985626,1,2016-01-01 23:24:12,0
Application_758985626,2,2016-01-01 23:25:01,0
Application_758985626,3,2016-01-04 10:13:50,28
Application_758985626,4,2016-01-06 10:47:28,29
Application_758985626,5,2016-01-06 10:57:43,29
Application_758985626,6,2016-01-06 10:57:44,29
Application_758985626,7,2016-01-06 10:58:00,29
Application_758985626,8,2016-01-06 10:58:00,29
Application_758985626,9,2016-01-06 10:58:00,29
Application_758985626,10,2016-01-22 12:00:58,19
Application_758985626,11,2016-01-22 12:00:59,19
Application_758985626,12,2016-01-22 12:03:54,19
Application_758985626,13,2016-01-25 13:47:40,24
Application_758985626,14,2016-01-25 13:47:40,24
Application_758985626,15,2016-02-22 12:14:16,6
Application_758985626,16,2016-02-22 12:14:16,6
Application_1018615109,0,2016-01-01 23:57:30,0
Application_1018615109,1,2016-01-01 23:57:30,0
Application_1018615109,2,2016-01-01 23:58:53,0
Application_1018615109,3,2016-01-04 10:30:54,28
Application_1018615109,4,2016-01-04 10:24:43,28
Application_1018615109,5,2016-01-04 10:29:35,28
Application_1018615109,6,2016-01-04 10:29:36,28
Application_1018615109,5,2016-01-04 10:30:35,28
Application_1018615109,6,2016-01-04 10:30:36,28
Application_1018615109,7,2016-01-04 10:30:54,28
Application_1018615109,7,2016-01-04 10:30:54,28
Application_1018615109,8,2016-01-04 10:30:54,28
Application_1018615109,9,2016-01-04 10:30:54,28
Application_1018615109,10,2016-01-13 12:24:28,9
Application_1018615109,11,2016-01-13 12:24:28,9
Application_1018615109,12,2016-01-13 12:26:28,9
Application_1018615109,13,2016-01-13 13:45:42,20
Application_1018615109,14,2016-01-13 13:45:42,20
Application_1018615109,15,2016-01-22 09:55:33,7
Application_1018615109,16,2016-01-22 09:55:33,7
Application_1018615109,19,2016-01-22 09:55:33,7
Application_319587802,0,2016-01-02 03:08:49,0
Application_319587802,1,2016-01-02 03:08:49,0
Application_319587802,20,2016-01-02 11:43:10,1
Application_319587802,3,2016-01-06 19:48:10,30
Application_319587802,2,2016-01-02 11:43:10,1
Application_319587802,4,2016-01-06 19:40:00,30
Application_319587802,5,2016-01-06 19:46:39,30
Application_319587802,6,2016-01-06 19:46:40,30
Application_319587802,5,2016-01-06 19:47:05,30
Application_319587802,6,2016-01-06 19:47:06,30
Application_319587802,7,2016-01-06 19:48:10,30
Application_319587802,7,2016-01-06 19:48:10,30
Application_319587802,8,2016-01-06 19:48:10,30
Application_319587802,9,2016-01-06 19:48:10,30
Application_319587802,5,2016-01-12 16:56:28,31
Application_319587802,6,2016-01-12 16:56:29,31
Application_319587802,7,2016-01-12 16:56:42,31
Application_319587802,10,2016-01-25 12:13:22,32
Application_319587802,11,2016-01-22 11:13:44,19
Application_319587802,12,2016-01-22 11:13:52,19
Application_319587802,17,2016-01-25 12:13:22,32
Application_319587802,18,2016-01-25 12:13:22,32
Application_319587802,18,2016-01-25 12:13:22,32
Application_319587802,18,2016-01-25 12:13:22,32
Application_1846626914,0,2016-01-02 10:57:01,0
Application_1846626914,1,2016-01-02 10:57:01,0
Application_1846626914,2,2016-01-02 10:58:40,0
Application_1846626914,3,2016-01-04 11:02:07,5
Application_1846626914,4,2016-01-04 10:56:03,5
Application_1846626914,5,2016-01-04 11:01:49,5
Application_1846626914,6,2016-01-04 11:01:50,5
Application_1846626914,7,2016-01-04 11:02:07,5
Application_1846626914,8,2016-01-04 11:02:07,5
Application_1846626914,9,2016-01-04 11:02:07,5
Application_1846626914,10,2016-01-13 10:24:48,9
Application_1846626914,11,2016-01-13 10:24:49,9
Application_1846626914,12,2016-01-13 10:28:52,9
Application_1846626914,13,2016-01-13 11:53:58,10
Application_1846626914,14,2016-01-13 11:53:58,10
Application_1846626914,15,2016-01-13 14:28:00,14
Application_1846626914,16,2016-01-13 14:28:00,14
Application_546206358,0,2016-01-02 10:57:03,0
Application_546206358,1,2016-01-02 10:57:03,0
Application_546206358,2,2016-01-02 10:59:10,0
Application_546206358,3,2016-01-04 10:18:10,33
Application_546206358,4,2016-01-04 10:09:27,33
Application_546206358,5,2016-01-04 10:17:48,33
Application_546206358,6,2016-01-04 10:17:49,33
Application_546206358,7,2016-01-04 10:18:10,33
Application_546206358,8,2016-01-04 10:18:10,33
Application_546206358,9,2016-01-04 10:18:10,33
Application_546206358,10,2016-01-08 10:35:59,3
Application_546206358,11,2016-01-08 10:36:00,3
Application_546206358,12,2016-01-08 10:36:50,3
Application_546206358,17,2016-01-11 11:39:35,12
Application_546206358,18,2016-01-11 11:39:35,12
Application_196483749,0,2016-01-02 11:12:07,1
Application_196483749,3,2016-01-02 11:19:21,1
Application_196483749,2,2016-01-02 11:12:07,1
Application_196483749,4,2016-01-02 11:15:31,1
Application_196483749,5,2016-01-02 11:17:05,1
Application_196483749,6,2016-01-02 11:17:08,1
Application_196483749,22,2016-01-02 11:19:21,1
Application_196483749,8,2016-01-02 11:19:21,1
Application_196483749,9,2016-01-02 11:19:21,1
Application_196483749,19,2016-01-02 11:21:26,1
Application_196483749,5,2016-01-02 11:21:42,1
Application_196483749,6,2016-01-02 11:21:43,1
Application_196483749,7,2016-01-02 11:22:09,1
Application_196483749,5,2016-01-02 11:26:43,1
Application_196483749,6,2016-01-02 11:26:44,1
Application_196483749,7,2016-01-02 11:26:57,1
Application_196483749,5,2016-01-29 11:38:52,17
Application_196483749,6,2016-01-29 11:38:54,17
Application_196483749,7,2016-01-29 11:39:08,17
Application_196483749,21,2016-02-29 09:01:05,0
Application_196483749,19,2016-02-29 09:01:05,0
Application_196483749,19,2016-02-29 09:01:05,0
Application_196483749,19,2016-02-29 09:01:05,0
Application_1363980603,0,2016-01-02 11:24:04,0
Application_1363980603,1,2016-01-02 11:24:04,0
Application_1363980603,2,2016-01-02 11:24:52,0
Application_1363980603,3,2016-01-04 10:25:41,27
Application_1363980603,4,2016-01-04 10:51:17,8
Application_1363980603,5,2016-01-04 10:53:16,8
Application_1363980603,6,2016-01-04 10:53:18,8
Application_1363980603,7,2016-01-04 10:55:52,8
Application_1363980603,8,2016-01-04 10:55:52,8
Application_1363980603,9,2016-01-04 10:55:52,8
Application_1363980603,21,2016-01-07 15:32:04,23
Application_1363980603,19,2016-01-07 15:32:04,23
Application_1553362978,0,2016-01-02 11:27:03,0
Application_1553362978,1,2016-01-02 11:27:03,0
Application_1553362978,2,2016-01-02 11:27:42,0
Application_1553362978,3,2016-01-04 10:38:38,28
Application_1553362978,4,2016-01-04 13:17:02,33
Application_1553362978,5,2016-01-04 13:22:56,33
Application_1553362978,6,2016-01-04 13:22:58,33
Application_1553362978,7,2016-01-04 13:23:28,33
Application_1553362978,8,2016-01-04 13:23:28,33
Application_1553362978,9,2016-01-04 13:23:28,33
Application_1553362978,5,2016-01-05 19:13:34,34
Application_1553362978,6,2016-01-05 19:13:36,34
Application_1553362978,7,2016-01-05 19:14:04,34
Application_1553362978,5,2016-01-29 11:40:38,17
Application_1553362978,6,2016-01-29 11:40:40,17
Application_1553362978,7,2016-01-29 11:40:58,17
Application_1553362978,21,2016-02-29 09:01:06,0
Application_1553362978,19,2016-02-29 09:01:06,0
Application_1553362978,19,2016-02-29 09:01:06,0
Application_1553362978,19,2016-02-29 09:01:06,0
Application_1197857445,0,2016-01-02 11:33:11,0
Application_1197857445,1,2016-01-02 11:33:11,0
Application_1197857445,20,2016-01-02 11:46:40,1
Application_1197857445,3,2016-01-02 11:46:40,1
Application_1197857445,2,2016-01-02 11:46:40,1
Application_1197857445,4,2016-01-13 17:22:17,1
Application_1197857445,5,2016-01-13 17:24:05,1
Application_1197857445,6,2016-01-13 17:24:06,1
Application_1197857445,7,2016-01-13 17:42:06,1
Application_1197857445,8,2016-01-13 17:42:06,1
Application_1197857445,9,2016-01-13 17:42:06,1
Application_1197857445,5,2016-01-27 19:39:04,35
Application_1197857445,6,2016-01-27 19:39:05,35
Application_1197857445,7,2016-01-27 19:41:10,35
Application_1197857445,21,2016-02-27 09:15:58,0
Application_1197857445,19,2016-02-27 09:15:59,0
Application_1197857445,19,2016-02-27 09:15:59,0
Application_931862671,0,2016-01-02 12:15:48,0
Application_931862671,1,2016-01-02 12:15:48,0
Application_931862671,2,2016-01-02 12:16:53,0
Application_931862671,3,2016-01-04 10:43:45,36
Application_931862671,4,2016-01-04 10:38:25,36
Application_931862671,5,2016-01-04 10:42:28,36
Application_931862671,6,2016-01-04 10:42:29,36
Application_931862671,5,2016-01-04 10:42:50,36
Application_931862671,6,2016-01-04 10:42:51,36
Application_931862671,7,2016-01-04 10:43:45,36
Application_931862671,7,2016-01-04 10:43:45,36
Application_931862671,8,2016-01-04 10:43:45,36
Application_931862671,9,2016-01-04 10:43:45,36
Application_931862671,5,2016-01-29 11:42:10,17
Application_931862671,6,2016-01-29 11:42:12,17
Application_931862671,7,2016-01-29 11:42:26,17
Application_931862671,21,2016-02-01 21:18:40,37
Application_931862671,19,2016-02-01 21:18:40,37
Application_931862671,19,2016-02-01 21:18:40,37
Application_931862671,19,2016-02-01 21:18:40,37
Application_2012588584,0,2016-01-02 12:26:22,1
Application_2012588584,3,2016-01-02 12:37:43,1
Application_2012588584,2,2016-01-02 12:26:22,1
Application_2012588584,4,2016-01-02 12:32:05,1
Application_2012588584,5,2016-01-02 12:35:08,1
Application_2012588584,6,2016-01-02 12:35:10,1
Application_2012588584,5,2016-01-02 12:35:27,1
Application_2012588584,6,2016-01-02 12:35:28,1
Application_2012588584,7,2016-01-02 12:37:43,1
Application_2012588584,7,2016-01-02 12:37:43,1
Application_2012588584,8,2016-01-02 12:37:43,1
Application_2012588584,9,2016-01-02 12:37:43,1
Application_2012588584,10,2016-01-22 11:38:51,32
Application_2012588584,11,2016-01-21 15:36:34,7
Application_2012588584,12,2016-01-21 15:36:43,7
Application_2012588584,13,2016-01-22 11:38:51,32
Application_2012588584,14,2016-01-22 11:38:51,32
Application_2012588584,10,2016-01-27 11:56:56,32
Application_2012588584,11,2016-01-25 12:33:17,9
Application_2012588584,15,2016-01-27 11:56:56,32
Application_2012588584,16,2016-01-27 11:56:56,32
Application_2012588584,19,2016-01-27 11:56:56,32
Application_1825972191,0,2016-01-02 13:06:39,0
Application_1825972191,1,2016-01-02 13:06:39,0
Application_1825972191,2,2016-01-02 13:07:48,0
Application_1825972191,3,2016-01-04 10:57:28,28
Application_1825972191,4,2016-01-04 13:55:35,8
Application_1825972191,5,2016-01-04 13:57:23,8
Application_1825972191,6,2016-01-04 13:57:24,8
Application_1825972191,7,2016-01-04 14:07:47,8
Application_1825972191,8,2016-01-04 14:07:47,8
Application_1825972191,9,2016-01-04 14:07:47,8
Application_1825972191,5,2016-01-05 18:37:53,34
Application_1825972191,6,2016-01-05 18:37:54,34
Application_1825972191,7,2016-01-05 18:38:06,34
Application_1825972191,5,2016-02-03 12:21:56,8
Application_1825972191,6,2016-02-03 12:21:57,8
Application_1825972191,22,2016-02-03 12:22:10,8
Application_1825972191,10,2016-02-15 15:31:05,32
Application_1825972191,11,2016-02-10 12:31:02,15
Application_1825972191,12,2016-02-10 12:31:19,15
Application_1825972191,13,2016-02-15 15:31:40,32
Application_1825972191,14,2016-02-15 15:31:05,32
Application_1825972191,10,2016-02-15 15:31:45,32
Application_1825972191,11,2016-02-15 15:31:40,32
Application_1825972191,13,2016-02-15 15:31:45,32
Application_1825972191,14,2016-02-15 15:31:45,32
Application_1825972191,10,2016-02-17 17:49:47,32
